S NO,STATION_NUMBER,DISTRICT_NAME,BLOCK,LOCATION,LONGITUDE,LATITUDE,STATION_TYPE,TIME,cloudiness,Humidity (%),RAIN (mm),TEMPERATURE (C),Wind Direction (Deg),Wind Speed (m/s)
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,89,0,28.1,94.1,3.7
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,47.1,1,37.3,93.7,4.6
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,93.8,31.9,28.4,81.3,4.4
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,77.8,36.1,30.4,81.4,6.5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,96.6,29.3,26.8,76.7,7.4
675,10069,Supaul,Chhatapur,Ghivaha,87.00719,26.16689,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,57.7,0,35.7,104.1,5.4
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,89,0,28.1,94.1,3.7
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,47.1,1,37.3,93.7,4.6
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,93.8,31.9,28.4,81.3,4.4
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,77.8,36.1,30.4,81.4,6.5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,96.6,29.3,26.8,76.7,7.4
676,10074,Supaul,Chhatapur,Gwalpada,87.102572,26.146077,TRG,22JUN2020 1730 IST (12 hr FCST),0.7,58,0,36.1,107.3,4.2
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,87.2,0,28.3,98.4,3.2
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.7,52,0,37.2,108.7,5.9
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,94.6,53.6,28.3,81.5,4.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,81.9,109.4,36.5,83.2,7.5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,96.6,52.6,26.7,78.8,6.9
677,10079,Supaul,Chhatapur,Jhakhargadh,87.03269,26.23176,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,57.4,0,35.6,116.8,4.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,88.9,0,28.2,92.4,3.8
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,55.1,0,37.2,72.5,6.5
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,94.1,9.2,28.3,88,4.4
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,75.5,29,33.7,83.4,6.5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,98,42.2,26.6,76.2,7.7
678,10064,Supaul,Chhatapur,Jiwachhpur,87.04609,26.31819,TRG,22JUN2020 1730 IST (12 hr FCST),0.7,56.9,0.7,35.2,126,4.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,88.9,0,28.1,88.8,4.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.6,53.3,0,37.2,81.5,5.9
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,96.1,14.8,28.1,94.2,3.8
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,69.2,0.2,36.3,83.1,7.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,95.5,22.6,27,90.3,6.7
679,10076,Supaul,Chhatapur,Katahara,87.05467,26.24378,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,56.1,0,35.9,122.3,4.6
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,89.2,0,28.1,90.7,4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.7,54,0,37.2,81.6,6
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,98.2,61.3,27.9,87.3,4.1
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,71.3,2.7,36.1,83.6,6.9
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,97.9,26.7,26.6,80.9,6.3
680,10078,Supaul,Chhatapur,LalaGang Block,87.00731,26.27325,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,57.7,0,35.4,121.5,4.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,89,0,28.1,91.3,4.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,54.6,0.4,37.3,80,5.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,96.7,13.2,28,96.2,3.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,71.7,6.7,36.5,84.9,6.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,95.5,20,27,89.2,7.1
681,10062,Supaul,Chhatapur,Laxminiya,87.00071,26.35865,TRG,22JUN2020 1730 IST (12 hr FCST),0.7,55.9,0,36.3,133.8,5
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,89.9,4,28.1,88.6,4.4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.5,53.6,0,37.3,91.9,6.4
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,94.2,1.3,28.3,89.6,3.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,74.2,24.2,36.4,82.8,6.7
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,93.7,12.7,27.3,91.1,6.8
682,10077,Supaul,Chhatapur,Laxmipur Khuti,86.99947,26.19914,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,57.4,0,36.1,111.3,5.2
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,89,0,28.2,92.6,3.8
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,52,0,37.2,77.1,5.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,94.4,50.2,28.3,91.5,4.3
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,74.1,10.3,31.2,83.6,6.7
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,97.3,47.1,26.8,78.4,7.6
683,10066,Supaul,Chhatapur,Madhopur,87.03481,26.26062,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,56.8,0,35.8,120.6,4.9
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,89.1,0,28.1,91.4,4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,54.4,0,37.2,78.8,6.2
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,97.8,55.2,27.9,88.7,4.1
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,77.6,46.4,35.8,84.3,6.3
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,97.8,21,26.7,81.5,7.1
684,10063,Supaul,Chhatapur,Madhubani,87.0006,26.3164,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,57.9,0.5,36,129.2,4.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,89.2,1.8,28.1,90.1,4.3
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,53.7,0,37.3,83.4,6.3
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,96,1.4,28.1,93.4,3.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,74.9,35.5,36.5,84.7,6.3
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,95.1,45.5,27.1,89.9,6.7
685,10071,Supaul,Chhatapur,Mohamad Gang,87.070607,26.143915,TRG,22JUN2020 1730 IST (12 hr FCST),0.7,58.5,0,35.8,108.4,4.7
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,87.7,0,28.2,97.2,3.3
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,52.1,0,37.2,114.7,6.1
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,95.1,18.6,28.3,76.7,4.6
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,78.8,71.7,33.4,79,7.3
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,94.9,33.3,26.9,73.6,7.8
686,10070,Supaul,Chhatapur,Rajesawari Pashim,87.029162,26.106037,TRG,22JUN2020 1730 IST (12 hr FCST),0.7,59.9,0,36.1,102,5.6
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,87.2,0,28.3,103.4,3.2
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,52.5,0,37.2,117.8,6.5
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,93.8,0.1,28.4,74.5,4.8
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,76.3,54.2,32.6,69.3,7.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,93.3,16.5,27.1,73.1,8
687,10072,Supaul,Chhatapur,Rajesawari Purab,87.0502,26.13865,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,59,0,35.4,105.4,5.4
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,88.1,0,28.2,96.8,3.4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,49.9,0,37.2,113.3,5.5
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,93.1,0.1,28.5,74.2,4.8
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,75.9,45.3,32.6,76.8,7.2
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,94.3,24.1,27,74.1,7.8
688,10067,Supaul,Chhatapur,RamPur,87.0457,26.24248,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,56.8,0,35.8,120.6,4.9
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,89.1,0,28.1,91.4,4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,54.4,0,37.2,78.8,6.2
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,97.8,55.2,27.9,88.7,4.1
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,77.6,46.4,35.8,84.3,6.3
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,97.8,21,26.7,81.5,7.1
689,10075,Supaul,Chhatapur,Sohata,87.080012,26.186301,TRG,22JUN2020 1730 IST (12 hr FCST),0.7,57.9,0,35.1,113.9,4.6
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,88.2,0,28.2,92.9,3.6
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,53.6,0.8,37.2,85.2,5.9
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,94.2,0.7,28.3,80.6,4.4
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,78,58.3,35.1,81.6,6.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,96.7,19.3,26.7,76.9,7.5
690,10060,Supaul,Chhatapur,Thudi,87.054328,26.44943,TRG,22JUN2020 1730 IST (12 hr FCST),0.5,54.3,0,36.6,132,5.2
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,89.4,0.4,28.3,86.1,4.4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.7,54.1,0,37.1,88.9,5.3
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,92.6,29.8,28.6,87,3.6
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,70.4,0.1,36.1,82.6,8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,94.5,24,27.1,84,7.7
691,10065,Supaul,Chhatapur,Udhampur,87.014471,26.29623,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,57.5,0.5,35.2,123.5,4.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,89.5,0,28.1,90.7,4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.7,54.4,0.5,37.2,79.4,5.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,98,25.1,27.9,94,3.9
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,76.4,41.5,36.2,84.8,6.5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,96,13.3,26.9,91.7,6.9
692,10160,Supaul,Kishanpur,Adaraha Boraha,86.66201,26.27617,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,52,0.1,36.3,126.5,3.7
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,89.1,0,28.2,93.1,4.7
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,45,0,37.8,103.8,5.3
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,94.4,60.4,28.4,88.8,3.4
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,68.7,11.1,35.6,86,5.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,93.4,3.9,27.4,77.4,7
693,10154,Supaul,Kishanpur,Andholi,86.72006,26.25468,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,53.7,0.1,36.2,132.1,5.5
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,89.1,0,28.2,91.9,4.6
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,44,0,37.8,107.2,5.3
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,93.7,78.1,28.5,91.2,3.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,71,22.9,31.6,83.7,5.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,93.9,2.7,27.4,80.6,7.6
694,10148,Supaul,Kishanpur,Dubihai,86.594041,26.178772,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,53,0.6,35.7,133.3,4.6
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,87.3,0.1,28.4,91.8,4.6
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,45.3,0,38,110.5,5.5
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,90.7,0.4,28.8,82.6,5.1
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,56,0,34.3,88.8,5.5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,90.9,0,27.9,80.8,7.4
695,10150,Supaul,Kishanpur,Karahiya,86.688613,26.196489,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,53.6,0,36.3,129.5,5.4
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,88.8,0.1,28.3,91.5,4.4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.7,44.5,0,37.9,111.4,4.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,92.1,26.8,28.6,88.2,4.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,64.2,9.5,31.9,83.8,5.2
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,92.7,0.6,27.6,82.5,7.6
696,10162,Supaul,Kishanpur,Katahara Kadhampura,86.62145,26.17365,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,54.1,1.7,36,131.3,4.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,88.1,0.1,28.4,91.4,4.4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.7,44.2,0,37.9,105.7,4.9
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,91.3,9.5,28.7,80.1,5.1
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,57.9,2.6,32.8,87,5.3
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,91.9,0.3,27.8,82.5,7.5
697,10155,Supaul,Kishanpur,Kisanpur Dhakshin,86.65609,26.18737,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,53.9,1.1,35.8,126.1,5.3
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,88.3,0,28.4,91.8,4.3
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,44.4,0,37.9,109.2,4.6
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,91.3,22.8,28.7,80.1,5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,61.1,3.9,31.6,83.7,4.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,92.9,8.6,27.7,83.7,7.5
698,10158,Supaul,Kishanpur,Kisanpur Uttar,86.65583,26.20476,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,53.6,0,36.3,129.5,5.4
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,88.8,0.1,28.3,91.5,4.4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.7,44.5,0,37.9,111.4,4.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,92.1,26.8,28.6,88.2,4.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,64.2,9.5,31.9,83.8,5.2
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,92.7,0.6,27.6,82.5,7.6
699,10002,Supaul,Kishanpur,Kishanpur,86.679374,26.213383,TWS,22JUN2020 1730 IST (12 hr FCST),0.8,53.6,0,36.3,129.5,5.4
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,88.8,0.1,28.3,91.5,4.4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.7,44.5,0,37.9,111.4,4.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,92.1,26.8,28.6,88.2,4.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,64.2,9.5,31.9,83.8,5.2
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,92.7,0.6,27.6,82.5,7.6
700,10161,Supaul,Kishanpur,Maladh,86.70767,26.23691,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,53.7,0.1,36.2,132.1,5.5
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,89.1,0,28.2,91.9,4.6
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,44,0,37.8,107.2,5.3
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,93.7,78.1,28.5,91.2,3.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,71,22.9,31.6,83.7,5.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,93.9,2.7,27.4,80.6,7.6
701,10163,Supaul,Kishanpur,Mehashimar,86.741173,26.205711,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,53.5,0.5,36.1,125.8,5
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,88.8,0,28.2,92.7,4.3
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,45.4,0,37.7,98.4,5.2
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,91.1,39.7,28.7,95.1,4.2
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,70.3,29.8,29.4,79.5,6.2
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,94.2,2,27.4,82.7,7.5
702,10156,Supaul,Kishanpur,Mojaha,86.61652,26.2048,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,53,0,36.2,132.5,4.7
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,88.3,0.2,28.3,91.3,4.5
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.7,44.3,0,37.9,117.7,5.3
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,92.2,23.7,28.6,85.1,4.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,62.6,8.4,33,87,4.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,92.3,0.4,27.7,80.2,7.2
703,10152,Supaul,Kishanpur,Nawa Bhakhar,86.66923,26.24256,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,53.2,0,36.3,130,4.5
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,89,0,28.2,92.1,4.5
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,44.6,0,37.8,108.6,5.5
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,92.4,49.5,28.6,93,3.9
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,67.1,11.3,32.5,84.4,5.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,93.3,1.5,27.5,79.9,7.4
704,10157,Supaul,Kishanpur,Prasamadho,86.621897,26.305817,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,51.9,0,36.3,117.8,3.2
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,88.9,0,28.3,94,4.8
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,44.7,0,37.9,106.2,5.4
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,92.4,12.9,28.6,92.9,3.8
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,63.3,0.3,36.6,86.1,5.9
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,92.7,3.6,27.6,74.6,6.9
705,10149,Supaul,Kishanpur,Rajpur,86.65078,26.16891,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,53.9,1.1,35.8,126.1,5.3
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,88.3,0,28.4,91.8,4.3
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,44.4,0,37.9,109.2,4.6
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,91.3,22.8,28.7,80.1,5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,61.1,3.9,31.6,83.7,4.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,92.9,8.6,27.7,83.7,7.5
706,10159,Supaul,Kishanpur,Shivpuri,86.65126,26.22704,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,53.6,0,36.3,129.5,5.4
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,88.8,0.1,28.3,91.5,4.4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.7,44.5,0,37.9,111.4,4.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,92.1,26.8,28.6,88.2,4.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,64.2,9.5,31.9,83.8,5.2
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,92.7,0.6,27.6,82.5,7.6
707,10151,Supaul,Kishanpur,Tulpati,86.768511,26.190578,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,53.1,0,36.2,120.6,4.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,88.6,0.1,28.3,93.3,4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,46.2,0,37.7,110.8,4.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,90.5,27.9,28.8,88.2,4
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,67.5,30.5,30,74.3,5.4
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,94,32.1,27.4,83.9,6.9
708,10153,Supaul,Kishanpur,sukhasan,86.767266,26.23739,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,54.3,0.1,35.4,130.9,5.4
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,89.1,0,28.2,92,4.5
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.7,44,0,37.7,106.2,4.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.9,95.1,55.2,28.3,86.4,3.8
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,71.1,25.8,31.9,84.2,6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,94.1,1.2,27.3,80.2,7.4
709,10224,Supaul,Marauna,Badhahara,86.553203,26.261087,TRG,22JUN2020 1730 IST (12 hr FCST),0.7,52,0.6,36.2,124.2,3.9
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,87.3,2.8,28.4,94.3,4.8
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,44,0,38,116.1,4.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,91.1,0.7,28.8,88.7,4.9
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,59.5,2.6,36.3,86.1,6.1
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,91.3,0,27.8,72.9,6.9
710,10227,Supaul,Marauna,Belahi,86.547799,26.300006,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,52.3,1.2,36.3,112.6,4.2
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.7,89.8,15.3,28.2,93.8,4.7
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,45.4,0,37.9,114.8,5.3
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,90.7,0,28.9,91,4.9
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,59.9,0.7,38.1,88.3,6.4
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,91.7,1.2,27.8,71.7,7
711,10223,Supaul,Marauna,Ghoghadhriya,86.531553,26.199661,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,51.8,0.5,35.7,131.1,4.4
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,86.5,0.1,28.5,94.3,4.6
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,44.5,0,38,112.5,5.2
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,91.3,7.7,28.7,86.1,4.8
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,59.1,5.9,35.1,86.4,5.5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,91.3,0,27.8,75.8,6.8
712,10010,Supaul,Marauna,Gonura,86.47597,26.165698,TWS,22JUN2020 1730 IST (12 hr FCST),0.8,51.8,0,34.3,127.9,5
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,86.1,0,28.5,95.1,4.7
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,45.5,0,38.1,112.3,6
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,89.9,3.3,28.9,86,5.3
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,58.1,6.4,36.6,91,5.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,89.8,0,28,78.4,6.9
713,10231,Supaul,Marauna,Hadri,86.501327,26.17645,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,51.8,0,34.3,127.9,5
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,86.1,0,28.5,95.1,4.7
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,45.5,0,38.1,112.3,6
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,89.9,3.3,28.9,86,5.3
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,58.1,6.4,36.6,91,5.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,89.8,0,28,78.4,6.9
714,10228,Supaul,Marauna,Kamrail,86.478646,26.241569,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,51.2,0,36.2,123.2,4.4
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,86.2,2.7,28.5,95.6,4.7
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.7,44.3,0,38,116.8,5
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,89.3,2.3,29,89.8,5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,60,17.8,37.1,86.1,6.3
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,91.2,0,27.8,74,6.9
715,10220,Supaul,Marauna,Lalmaniya,86.631978,26.297207,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,51.9,0,36.3,117.8,3.2
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,88.9,0,28.3,94,4.8
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,44.7,0,37.9,106.2,5.4
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,92.4,12.9,28.6,92.9,3.8
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,63.3,0.3,36.6,86.1,5.9
